ID	OAvsNonOA_logFC	OAvsNonOA_padjFilter
	0.0417827670688977	NA
	-0.00708964876511509	NA
	0.00395744418404576	NA
	-0.0195772518557495	0.682017293445026
	0.0131526251005099	0.715510354903279
	0.0133660027683415	NA
	-0.0465532646386961	0.486955437372242
	0.00382680838566252	NA
	-0.0338714162256348	0.308058750526993
	0.0170469388578969	NA
	-0.0286482006952262	NA
	-0.00733287904361823	NA
	-0.00955484109026017	NA
	0.0470818523934851	NA
	-0.0199939819587414	NA
	-0.0132576690553154	NA
	0.0195090171039993	NA
	0.0332584600718739	0.377577357050802
	0.0083378884652161	NA
	-0.01833094501582	NA
	-0.0615467647422818	NA
	0.0337302391660605	NA
	-0.00208597422824575	NA
	0.0134173749920636	NA
	-0.00559967658130134	0.940551840974278
	0.0438093108880757	NA
	-0.0175700941132995	NA
	0.0130093500860573	NA
	0.00844563025595146	NA
	-0.0103635079717037	NA
	-0.0381072447875681	NA
	-0.0710845546497385	NA
	-0.00635301334748117	NA
	-0.026990084900345	NA
	-0.029794877946804	NA
	-0.0194967171876117	0.698526509378026
	0.00458287917596589	NA
	0.0038736141054132	NA
	-0.0914823124327757	0.0117553951611484
	0.011384408368591	NA
	0.0120377287050353	NA
	-0.0323555324200244	NA
	-0.00736975061026079	NA
	0.00332048692135789	0.941393940075832
	0.00176433740922555	NA
	-0.0111118011933806	NA
	0.0763639717625235	NA
	-0.0312556921168676	NA
	0.0096957053377924	NA
	0.0168710209954668	NA
	-0.0194297406822104	NA
	0.0249085170628991	NA
	-0.0218572295734996	0.592966135114698
	0.00792379104998098	0.890338339876351
	-0.0216489238924469	NA
	-0.00660284616444429	NA
	0.0131634833409917	NA
	0.0390074232237234	NA
	0.0226437178686485	NA
	-0.0441939943121286	NA
	0.017271028992222	NA
	-0.0196360162950651	NA
	-0.00534493213665144	NA
	-0.056438817590629	NA
	0.019707827890425	NA
	-0.031319016859535	NA
	-0.0585268174606828	0.114279785086063
	-0.0150859930802429	NA
	0.041323412219338	NA
	0.0108231822989779	0.726852140915064
	-0.0266143026067187	NA
	0.0318520258484085	NA
	-0.02252713600818	NA
	0.00173541672590627	NA
	-0.0114392808360728	NA
	-0.0166555426082446	NA
	-0.0357571158560557	NA
	0.0110007453913079	NA
	0.018590882554876	NA
	0.00190804757705987	0.974574377455291
	0.0430345282757827	NA
	0.00299078451898005	NA
	-0.00481952013420273	NA
	0.00341387912453328	NA
	-0.0355761879723104	NA
	-0.0121174710284597	0.715710312325496
	8.71311037302647e-05	NA
	0.0293382117976533	NA
	0.00293568608616734	NA
	0.0143888740090885	NA
	0.0973409903432225	0.179736675600857
	0.024426947840662	NA
	-0.00544508193855631	NA
	0.0259847416662913	NA
	0.00495087565009644	0.909584331310513
	-0.0165107143306926	NA
	0.00672291141633163	NA
	-0.00178319346846845	NA
	-0.064702759768906	NA
	-0.0180694406058075	NA
	0.0249539009194937	NA
	0.0174303331253922	NA
	0.0137796923994733	NA
	0.0230054114906757	NA
	-0.013127568168545	NA
	-0.0149131173932897	NA
	0.0158992422090751	NA
	0.0112391605615203	NA
	-0.0147846519595243	NA
	0.0186074599202408	NA
	0.0166565741496534	NA
	0.0423297271559351	NA
	-0.0345435990994902	NA
	-0.00802718158733917	0.877772993342834
	0.020084364696455	0.704785740300158
	-0.0304133338467611	0.605468945949195
	0.0407776247559912	NA
	-0.00717215873330623	NA
	-0.00465610397716709	NA
	-0.0478318786409559	NA
	-0.000778366443380918	NA
	0.00783438847438589	NA
	-0.00958736987447484	NA
	-0.023912598665798	NA
	0.00156175610008713	NA
	0.0188183783062446	0.710829139726759
	0.0159234913382775	NA
	-0.00476709849741308	NA
	0.00995685739769847	NA
	0.00975722115032607	NA
	-0.00756129687691143	NA
	-0.0237492002717401	NA
	0.0202182046820134	NA
	0.0331159024319545	0.407643296815074
	-0.00535799722817654	0.895059706187524
	0.00776558109304037	0.881020674955086
	-0.110472999742592	0.0299034523291069
	-0.0641041585355255	0.118479466374219
	0.000758806223908337	NA
	0.00508478332537532	NA
	-0.0296656657646066	0.378530606509908
	0.0246080461687477	NA
	-0.0467217051765578	NA
	0.0194276227685428	NA
	0.0417886234106346	NA
	-0.0291212368964828	0.531616188974491
	-0.00352877657138073	NA
	0.0274407508670045	NA
	-0.00298649395320183	NA
	0.022421391003725	0.508437955770007
	-0.0163383540271358	NA
	-0.0115642375188187	NA
	0.00787193602150449	NA
	-0.0541059462878684	0.19204308125209
	-0.00304986461935908	0.959943002073186
	-0.0117206922896047	NA
	0.0377714962251599	NA
	-0.00794260238066791	NA
	0.0175460136623826	NA
	0.0237942874598618	NA
	-0.0554702360704846	NA
	0.0233604782347445	NA
	0.0110390352632752	NA
	0.0245126269539266	NA
	-0.0406829373843944	NA
	0.00598537535762045	NA
	0.00591227156655982	0.884603488817676
	-0.0467622973560768	NA
	0.00312799847760914	NA
	0.0112657113702266	0.805364425589867
	-0.0153592772514157	0.772264846629963
	-0.0262799342331785	NA
	-0.0697076437749979	0.098354570843939
	-0.01698071949387	NA
	-0.0125273416327545	0.680618687955113
	0.0360326516836187	NA
	0.00941595205244816	NA
	-0.0281003991988316	NA
	-0.0118002812074627	0.855980235435541
	0.00340467763505892	NA
	-0.0171519034841481	0.667204428149826
	-0.0264083480576947	NA
	-0.0453401592774449	NA
	-0.0505854980842582	NA
	-0.0341373888016117	NA
	0.0193224195844675	NA
	0.0288598493009111	0.379753073582795
	0.0221434886009702	NA
	-0.0180667320605297	NA
	0.0455365715070739	0.273564068776158
	0.00546584166449016	0.919170496071655
	-0.047146237071277	NA
	0.0218022585717623	NA
	-0.0333279806151463	0.361099751420504
	0.0116052516476239	0.743611721334205
	-0.0413897934210627	NA
	0.0270246412128712	NA
	0.00738914196879925	NA
	-0.0182790027084101	NA
	0.0259901980306463	NA
	0.00635588601033632	NA
	0.0198752419797525	NA
	-0.0237138680737994	NA
	-0.0715426841178672	NA
	-0.0307603817247388	NA
	0.0299303945486962	0.595082159790901
	0.00791715753058408	NA
	0.0210706477609062	NA
	0.00461118434511842	0.937605648991306
	0.0305631432191786	NA
	0.0216836265528224	NA
	0.0146175927922636	0.745678076138821
	-0.0314299736283328	0.315548462599671
	-0.00124744352155215	NA
	-0.00227657168602047	0.952653489971066
	0.00457161570299291	NA
	0.0500135647633337	NA
	-0.0386304238545545	NA
	-0.0131601131037256	NA
	0.00293200157234441	NA
	0.00417035764990192	0.927539534890886
	-0.0325499485526084	NA
	-0.00627205984885393	NA
	0.0355666075548822	NA
	0.0523171092545223	NA
	-0.0690267210686617	0.144852695205447
	-0.0244823930730362	0.511024425536352
	0.0203150741437907	NA
	-0.0322509672852522	NA
	-0.0112022167920829	NA
	-0.0508263155316335	NA
	-0.00935737818075033	0.849538915252222
	-0.0438665702067498	0.292684011864696
	-0.0524244451840392	NA
	0.0421372585259103	NA
	-0.00698442232057683	NA
	0.0504093879250407	NA
	-0.024669978773538	NA
	-0.147408907774472	0.00290060820202358
	0.021050189855127	0.655963188182493
	0.0166525489784561	NA
	0.0176419645735297	NA
	0.00571253771289992	NA
	0.0309580690842033	0.469375217259022
	0.00234552401149379	NA
	-0.0299940794579534	NA
	0.02488484115608	NA
	-0.008317808533163	NA
	0.0043423253223267	0.946831260224346
	-0.027830324938722	NA
	-0.0258584532543864	NA
	0.0374648386820553	0.230637745821753
	0.0103031734968235	NA
	-0.00364184085577257	NA
	-0.00456489455426734	NA
	0.0656337339669699	0.128191762925029
	-0.0654182175959424	NA
	-0.00475561335493069	NA
	0.0261237541779842	NA
	-0.0148662016383794	NA
	-0.0048825878424763	NA
	0.0308297620383033	0.480525803541817
	0.0293938685201631	NA
	-0.025482272222825	NA
	0.0359693896713544	NA
	0.0408306928690712	NA
	-0.0219181022696953	NA
	0.0116203518985865	NA
	-0.0344347448036393	NA
	0.00761731967588286	NA
	0.0167817628980584	NA
	0.00199862626581027	NA
	-0.0453699521801791	NA
	0.00124415551519963	NA
	-0.0017461890907704	NA
	-0.0344237981621687	NA
	-0.0370558899963234	NA
	-0.0260167563637168	NA
	-0.0495534425386479	NA
	0.0177980400367455	NA
	-0.0330794813744184	0.331628882172359
	0.0358993695001182	NA
	-0.0453599674103327	NA
	-0.000908157193687309	NA
	-0.0158990752492718	NA
	-0.0117870828328845	0.773471113715723
	0.00692195206961888	NA
	-0.0103696532792359	0.785525018359664
	0.00526803307054191	NA
	-0.00164204647355071	NA
	-0.0512889359435222	NA
	-0.0212696061369844	0.583826994789365
	0.00318276467416645	NA
	0.0378302135538409	NA
	-0.0646203769416287	NA
	0.0297015222772403	NA
	-0.00908528892713623	NA
	-0.0235050922329201	0.505839915823139
	-0.0167681196377973	NA
	-0.0118055235068004	NA
	0.000728559919191518	NA
	0.000369179042043477	NA
	-0.00864511729468109	NA
	0.0184932697038258	0.549492081787375
	0.0129628501143122	NA
	-0.0174396923754632	NA
	-0.00389557945093788	NA
	0.000945506809711283	0.98820802536406
	-0.0247376881468169	NA
	-0.00599851064884049	NA
	0.0166947678611891	NA
	-0.0294796515284652	NA
	-0.0229467358943074	NA
	-0.0219496034362097	NA
	0.00205192508210317	NA
	-0.0622970710032114	0.153516488071663
	0.0257327503557683	NA
	-0.0282194449891042	NA
	-0.00439485942968609	NA
	-0.0356542083884204	NA
	-0.0213624020305687	0.738017205994717
	-0.000223060687119414	NA
	-0.0497896417338364	NA
	0.00983680620974337	NA
	-0.0229875038952176	NA
	-0.0695728038345989	0.0999967076271174
	0.0365203536827643	NA
	-0.0208290809665641	NA
	0.00875391818395954	0.85687416853675
	0.00292159816100046	NA
	-0.0275366415032723	NA
	-0.0181749109995355	NA
	0.0100451104113155	NA
	-0.00777040972358645	0.889475210153912
	0.0108114853354104	NA
	0.000728837847542074	NA
	-0.0173162056401219	NA
	-0.0319161559265693	NA
	0.00939220126843932	NA
	-0.0445643312191066	NA
	-0.0132634889027239	NA
	-0.0406989940668581	NA
	0.0132859513743995	NA
	0.0208050911629698	NA
	-0.00226368975858016	NA
	-0.025240782557181	NA
	0.0393301294510398	NA
	-0.0081346239211193	NA
	0.0259700020658986	NA
	0.00720140924179535	NA
	0.0132427333894558	NA
	-0.0249485609556617	0.518019364760394
	-0.0476981118023145	NA
	-0.0310014932356921	NA
	-0.0250122326624069	NA
	-0.0451749356329127	NA
	0.0216293252011486	NA
	0.0506630937405292	NA
	-0.031954779712092	NA
	-0.00145760085263724	NA
	-0.0149622517521442	NA
	-0.0176590666303502	NA
	-0.0200184366188738	0.683648288934768
	-0.0511158514074541	0.192809646006831
	-0.0102231520727338	NA
	0.0488325811189725	NA
	0.00533422419735885	NA
	0.0440502833094385	NA
	0.0323899867747777	NA
	0.0300820856187691	NA
	-0.025249734955354	NA
	-0.00294950526179871	NA
	0.201541194880288	0.00138831923902663
	-0.0539946935879145	0.0656692055217795
	-0.0181171004994445	NA
	0.0591890078252968	NA
	-0.00551247292085222	NA
	-0.0293669515496857	NA
	0.0246991063647988	NA
	-0.0415312802962511	NA
	-0.000962113299401324	0.980939992020773
	-0.0182077063893455	0.66274257912845
	-0.0036666837292465	NA
	0.0382087066343626	NA
	0.00791692507116704	NA
	-0.0115738774013208	NA
	0.003861728665151	NA
	-0.00158359829082322	NA
	0.0127779938437937	NA
	0.043716000385424	0.162838622491526
	0.00630573039867777	0.907069677141891
	-0.055854477072705	0.185498753454037
	-0.00443072993195237	0.923674277357475
	0.00254703789799837	NA
	-0.00865010680937228	0.81384696772141
	-0.0375522984675527	0.554122336050135
	0.0379984628406342	NA
	-0.0217018331728926	0.527038761029008
	0.00338220804671963	NA
	-0.0115396259748612	NA
	0.0402470909953552	0.211385313674557
	0.0221713495187608	0.553905643974658
	0.025212986924986	NA
	0.0118767501934967	NA
	-0.0163310513740127	NA
	-0.0451381749684119	0.222371170629189
	0.0549514928849222	0.050256893719602
	-0.0040548679502832	NA
	-0.00630931931092338	NA
	0.0229755036576726	NA
	0.00944239342710684	NA
	-0.000296245147846541	NA
	0.0172108209831983	NA
	0.0280643062676438	NA
	0.00202123285013922	NA
	0.00100516116490557	0.982590640469618
	-0.00363121080845552	NA
	0.0111882846427767	NA
	0.0249558436400825	NA
	-0.00977305685352992	NA
	-0.0267827745024372	NA
	-0.0123356049414856	NA
	0.00721093513166249	0.842308989795374
	0.00634763886705336	0.907069677141891
	0.0452391573342235	NA
	-0.0049994195250207	NA
	-0.0183423320662834	0.75469894251031
	-0.0174222372140189	NA
	-0.000929169583320899	NA
	0.0298774231000625	NA
	-0.0422938227384728	NA
	-0.0116433174677741	NA
	-0.0114843341775215	0.773505126897618
	0.00203859103655102	NA
	-0.0225615738464517	NA
	0.00232980392854643	NA
	0.0186992534928958	NA
	-0.0254268879988082	NA
	0.0320729686478822	NA
	0.018476352734262	NA
	0.0010571217706774	NA
	-0.070632024565219	NA
	-0.0031811722544921	0.952363274366774
	-0.0453651364238672	NA
	0.01220162841883	NA
	-0.0312018925907696	0.461217149665276
	0.0430756166257105	NA
	0.0227451631953208	NA
	-0.000327924914728328	NA
	-0.0107682475561859	0.851548882266423
	-0.0215361721178979	NA
	0.0619823397325758	NA
	-0.00883642924480199	NA
	-0.0597650596705508	NA
	0.0162176580326934	NA
	-0.00589090856733865	NA
	0.0520329003555773	NA
	0.0206944951179286	NA
	-0.0161819006450283	NA
	-0.0189632713220265	NA
	0.0129196007823369	NA
	-0.0010774229408117	NA
	-0.00347296773141803	0.946185121633087
	-0.00151233645588356	NA
	0.00534578182207479	0.905301374635336
	0.00155199358728364	NA
	-0.00668939950590897	NA
	-0.00763929858358825	NA
	0.00860551843560398	NA
	-0.0511444820203302	NA
	0.0334108884870563	NA
	-0.00606552413757111	NA
	-0.0241366163991303	NA
	0.00709169271438093	NA
	0.0135114911228831	NA
	0.0273791136780464	NA
	0.0141359157640695	NA
	-0.0370735694731597	0.353928984817168
	0.0326475217845097	NA
	0.00169806504295611	NA
	-0.0174616987716085	NA
	-0.00826274215662881	NA
	0.00703692746536699	NA
	0.0042400111090739	NA
	-0.0147534791313078	NA
	-0.0649921986534814	NA
	0.0455363075964357	NA
	-0.0488765845458206	NA
	-0.0472152444262681	NA
	-0.0204203229793736	0.554644847709716
	0.0667657429874726	NA
	0.00748948558162521	NA
	-0.0172020481533046	NA
	-0.0224064951921514	NA
	-0.0327477437222692	0.559336331254573
	0.00899412059391658	NA
	0.070288295941614	NA
	0.016066753291998	NA
	0.00538674047393339	NA
	0.0160021200793699	NA
	0.00394997571545819	0.932222854139637
	0.063413345590674	NA
	-0.00656468945763855	NA
	0.0133810875636042	NA
	-0.0472266988249563	NA
	-0.0193880577918604	NA
	-0.0151618022229751	NA
	-0.0169113476449754	NA
	0.0370080816288949	NA
	-0.0299696993021454	NA
	-0.0695821841796969	NA
	0.00833543279553783	NA
	0.0392192075532298	NA
	-0.00794448390157321	0.816008455904617
	0.0164746982237451	NA
	0.0110723656104845	NA
	-0.028871382036864	NA
	0.00517246148704054	NA
	0.00719067023152231	NA
	-0.0420812937115986	NA
	0.00092735116038245	NA
	-0.00725031221749095	NA
	-0.0382369636523086	NA
	-4.33077917270097e-05	NA
	-0.0509159392661775	NA
	0.0352773961745729	NA
	-0.0283804935605581	NA
	-0.022391227659881	0.555932740877834
	-0.0148804474161102	NA
	0.00115593003203163	0.981735255586723
	0.0297543414259733	NA
	0.0131457746789296	NA
	-0.00886712527162636	NA
	-0.000146692016203431	NA
	0.0131838897184453	NA
	-0.0268852255596883	0.569197363238003
	0.00864179553206412	NA
	-0.0213790333804491	0.626982398212424
	0.00751473677988113	NA
	0.0457052687476409	0.317747614705103
	-0.0234401305845688	0.556407254816317
	0.00795980174755151	NA
	0.00581700729728407	NA
	0.140650895048575	0.00778082168660004
	0.00339759043524612	0.933414157411462
	-0.0459297978283963	0.188038519081648
	0.01164673194718	NA
	-0.012322525381772	0.821819910617507
	-0.00169456173260762	0.973948134457784
	-0.0273421822930979	NA
	0.015539184331181	0.654600900130226
	0.0102253892856217	0.850490756693503
	0.0387933279477179	0.191759438306699
	-0.000575533676043349	NA
	0.00892162247410333	NA
	0.0398740468479462	0.223951780011651
	0.0369474485988484	NA
	0.0260695957971633	NA
	-0.0119811805686183	0.774018145212496
	0.0445515760398614	0.105162369986073
	-0.0426966091461765	0.459497958110985
	-0.0433740057497323	NA
	-0.0373992549808619	NA
	0.0137716980588998	NA
	0.0210897269607528	NA
	-0.0247524556516927	0.652061975275515
	0.00416220376783016	NA
	0.00276054049298313	0.941669805152835
	-0.00915496555272011	NA
	-0.017362186156034	0.678483149079129
	-0.0103295728482129	NA
	0.0170986278346152	NA
	0.00961317147476581	NA
	0.00499306434336422	NA
	0.0422839399695221	NA
	-0.00238052213030215	0.960104954685948
	-0.00522361259134296	NA
	-0.002977216830649	NA
	0.028185972572131	NA
	0.0266969087967448	NA
	0.004736492253687	NA
	0.00580265735618468	0.885199797102355
	-0.0183408509769007	NA
	0.0186630376853483	0.622525934526501
	-0.000512172035078251	NA
	0.0198002232503889	NA
	-0.00415328701257156	NA
	0.0340265462596889	NA
	-0.0198504896195297	NA
	-0.0566844064949903	0.171237981155614
	-0.0263146426671064	NA
	-0.024420068179916	NA
	0.0125767951485063	NA
	0.0208865368099014	NA
	0.00576018246966203	NA
	0.0269589038410896	NA
	0.000987767328005873	NA
	0.00427909118201342	NA
	0.0077040784490654	NA
	0.0247827828397567	NA
	-0.0516696721003598	NA
	0.00386076264976509	NA
	-0.0175290410916	NA
	0.0273796411737353	0.421066479278359
	-0.0252798354524293	NA
	-0.0215185291741298	NA
	0.018036479426736	NA
	-0.0076809783689411	NA
	0.0281241931308642	NA
	-0.0125967104954174	NA
	-0.0503666186970175	0.705632322694862
	0.0121936883117097	NA
	-0.00644878510562918	NA
	-0.00158853626705913	NA
	-0.00061238775399719	NA
	-0.0109568027918687	NA
	-0.0123112963351204	NA
	-0.0260999181052721	NA
	-0.0229924800778312	0.742381787425552
	-0.105155522879747	NA
	-0.0462344182961063	0.416659385494095
	0.111336326691049	0.00571996893190257
	0.000388365720065842	NA
	0.0154476305808071	NA
	-0.0104965531353471	NA
	0.09872979226677	0.0183279700395071
	-0.00895404300295333	NA
	-0.0161926303553219	NA
	0.0227500919914672	NA
	-0.0483775533074695	0.67979317730523
	0.00834871245438773	NA
	-0.0309701941598943	NA
	0.0143808136383905	NA
	0.0141027662735631	0.770285955426252
	-0.0432916597808326	0.245915667515226
	-0.0183667074796743	NA
	-0.00630895374719032	NA
	0.0402786959699384	NA
	0.0395573936990417	NA
	-0.0324862394537018	0.489920984031503
	-0.0145474605861242	NA
	-0.0119718718512232	NA
	0.0186607801057619	NA
	0.0156590879782845	0.746715797537011
	0.0654047955798465	0.0440940122494527
	0.0192404857818618	NA
	0.0104868382736099	NA
	-0.00821836787196428	NA
	0.0247029583554923	NA
	-0.0266618695567837	NA
	-0.0167796883696605	NA
	-0.0123859032466722	NA
	0.0510067852812881	0.654600900130226
	-0.0205515728619226	NA
	0.0102203563082259	0.856213691901308
	-0.0142137443086909	NA
	-0.0561667586746584	NA
	-0.0194442055342474	NA
	0.00868786333968519	NA
	0.0217252158053718	NA
	0.0225639460226592	NA
	-0.0318948700200492	0.604180197931936
	0.0125189608137717	NA
	-0.0299321015156817	NA
	0.0546756562586843	0.124949038027149
	0.0404978348843814	0.306024911082453
	0.0253183342325523	NA
	-0.00406776720630742	NA
	0.00718408456361708	NA
	0.023158691687474	0.562018754092519
	-0.00359129218440657	NA
	-0.0287602155434863	0.534484404350795
	-0.0106823306736583	NA
	0.0121057643803306	NA
	0.0434113736669577	NA
	0.0412071114480375	0.403256363154174
	-0.0191095485491557	NA
	-0.0027766307477135	NA
	0.0153096201827703	NA
	0.0157982209446432	NA
	0.190605694390887	0.000973036711706626
	0.0227404284061477	0.553583231345011
	-0.0214875544408493	NA
	0.0125175604777592	NA
	-0.0254224129759146	NA
	-0.00850598082891185	NA
	0.0384649040163447	0.30008272519589
	-0.0245333560163079	NA
	-0.0410065502296089	NA
	0.013623623735497	NA
	-0.0131383106605103	NA
	0.195029322111326	0.0025364093220248
	0.0354651155666188	0.209415810978723
	-0.0100197218198419	NA
	-0.0165490745240611	NA
	-0.0164716475662559	NA
	0.043172653195712	0.448068355264155
	-0.00963833847088313	0.814072384495174
	0.017374705132541	0.802868168858466
	-0.0252901709069731	0.577872903851741
	-0.04875596763834	NA
	-0.0560603038538332	0.0500976237028462
	-0.0454631340009373	0.120630535661721
	0.00866115326209194	NA
	-0.0606435549954867	0.0798748686804695
	0.493892811180167	2.72192239312363e-06
	0.0338258159396361	NA
	0.0115332412127129	NA
	-0.0148199432787459	NA
	-0.0423871535995231	NA
	0.0274357606159379	0.431386802637785
	0.00616624847501868	NA
	-0.0204387674468665	NA
	-0.0994309294161564	0.0257311484726436
	0.0248107806528992	NA
	0.504379245260925	2.37992517114267e-05
	-0.0113889984643185	NA
	-0.0619969364132906	0.409521266403262
	-0.00834651084006577	NA
	0.0186801103177912	NA
	-0.962320155168076	1.09064465426308e-08
	0.0279077794100324	NA
	-0.0181698451114531	NA
	0.0329680101622731	NA
	-0.0315214864950777	0.423902729817559
	-0.0242228927194148	NA
	0.233299399591782	0.0331127458539907
	-0.212209280895097	0.000235382280721714
	-0.044398928956733	NA
	0.104637161439963	0.0271507756078218
	-0.00440538095066412	NA
	0.00870788094784025	NA
	-0.00914128806040893	NA
	-0.00893713891328574	0.888833798047492
	-0.0338626340960548	NA
	0.0145201217923141	0.708929576436931
	0.0119083669878624	NA
	-0.0219799565209691	0.676516958539992
	-0.0746679846091585	NA
	-0.029433756725096	NA
	-0.064252706939584	0.107859412469875
	-0.0150327452453158	NA
	-0.00261472050075273	NA
	0.0394687637912616	0.395576004669747
	0.00905775641100348	NA
	-0.0268149520630629	0.42970274916788
	-0.0288988233754761	NA
	0.00368527735852542	NA
	0.000396212440283428	NA
	0.00224061960229616	NA
	-0.0478050344144574	NA
	-0.0561973951531094	0.0774123218367933
	0.00221133550118768	0.955001636881078
	-0.00593290433944116	NA
	0.0170344025586688	NA
	0.00127489904739164	NA
	-0.00972929336892925	NA
	0.00487196033317616	NA
	0.00311638665499903	NA
	-0.0440022009958909	NA
	-0.0142575547625494	NA
	-0.0356612289395857	NA
	-0.018967102696565	NA
	0.00502483155641986	NA
	0.0201195347087681	NA
	0.0223408424870479	0.711624690949946
	0.0580778834203795	0.0532162068072309
	0.00905212517511345	NA
	-0.019030601219745	NA
	-0.0065794762814031	NA
	-0.00323213069718253	NA
	-0.00640653461084195	NA
	0.00408525089496781	NA
	-0.0162908105751915	NA
	-0.0489699613900703	NA
	0.0174034380864683	NA
	-0.0134744136567866	0.823813113126019
	-0.0249488461751817	0.461246535547118
	0.0138612359007775	NA
	-0.00645665151546648	NA
	-0.0436173086959837	NA
	0.0118146989519907	NA
	0.0978626106733724	0.153728805547048
	-0.0018684109042324	NA
	-0.0542726006072298	NA
	0.011992234613583	NA
	0.0680169151635441	0.237276094256044
	0.0303535712676695	NA
	0.00620310560602189	NA
	0.023981221249886	0.509918587776665
	-0.00910214520892705	NA
	-0.0589001291465001	0.223763687157437
	-0.00311256222121603	0.936939700397799
	-0.0736287597313119	NA
	-0.0218487292516221	NA
	-0.0295128578039385	NA
	-0.0357711364448763	NA
	2.72104546441554e-05	NA
	-0.0331509132339276	0.358467106175038
	-0.0227058927001718	NA
	0.0191292989911762	NA
	-0.0580501692507909	NA
	0.012455725142833	NA
	0.0223771146840264	NA
	0.00571774287522686	NA
	0.0142711073030641	0.707483767848351
	0.0254242445168549	NA
	0.0303703236216242	0.400537663768993
	-0.00177731929526015	NA
	0.0608128175048028	NA
	-0.0292417767246524	NA
	0.0254187152402521	NA
	-0.033724681428895	0.381927559323411
	-0.00497236445304683	NA
	0.0255788704794409	0.551643722294797
	-0.0226962189891005	NA
	-0.00610667077537386	NA
	0.0198462466172282	0.682824826460085
	0.0233689049608419	NA
	0.577948403293474	1.01108774847193e-05
	0.00643834566101553	NA
	0.0200257545602387	NA
	-0.00349672981273219	NA
HS1BP3	-0.100553759415948	0.231363916293644
HS2ST1	0.0711219570723767	0.0888355087676756
HS3ST1	0.951985633838117	9.55856770669195e-07
HS3ST2	-0.0177601655257718	NA
HS3ST3A1	0.453878171112546	0.0402730554682012
HS3ST3B1	0.0433349021404448	NA
HS3ST4	-0.0300009232048888	NA
HS3ST5	-0.0143877421880712	NA
HS3ST6	-0.0322278545918078	NA
HS6ST1	0.0249761199242764	0.589354963167254
HS6ST2	-0.0289632081215236	NA
HS6ST2	-0.00830835091215043	NA
HS6ST2	-0.0233164412642974	NA
HS6ST3	-0.0317933051175467	NA
HSBP1	0.806892617965783	5.00980298494523e-06
HSCB	-0.210264371078873	0.019640702445042
HSCB	-0.268579906112327	0.000683802957496622
HSD11B1	-1.25791058807791	0.0002226583692534
HSD11B1	-1.25280143774386	0.000380089326708772
HSD11B1	-1.06130239656089	0.000223208989689879
HSD11B1L	0.32296179319894	4.98108174552025e-07
HSD11B1L	0.226600349248478	0.00102924867882981
HSD11B2	0.0280616083657597	NA
HSD17B1	0.0039902340692004	NA
HSD17B10	-0.0821825872969715	0.270623688537036
HSD17B11	-0.109974727223698	0.0209778551610196
HSD17B11	-0.308957741390087	0.000548858753934463
HSD17B12	0.10302000455459	0.432713840535998
HSD17B12	0.189818913249111	0.0335304748119076
HSD17B13	0.0347738995802054	NA
HSD17B13	-0.0483383828666355	0.279119333334006
HSD17B14	-0.802548000494721	8.42728541227201e-07
HSD17B2	0.0120230622632205	NA
HSD17B3	0.0603816907297956	NA
HSD17B4	-0.381854205142087	0.00321120162506329
HSD17B6	0.206717236451188	0.000304927387817315
HSD17B7	-0.131985192458211	0.148422600101091
HSD17B7P2	-0.0659526111069511	0.184586182094038
HSD17B8	0.011468617916762	0.930214614145993
HSD3B1	-0.0212865278467556	NA
HSD3B2	0.0350564588137958	NA
HSD3B7	-0.0343176260915596	0.693084876012231
HSDL1	0.168299554522477	0.0157498290340766
HSDL2	0.0649513643122663	0.337303700591479
HSF1	-0.100001879704513	0.0886027903840864
HSF2	-0.0546898100928495	0.4987592639073
HSF2BP	0.0207939833345794	0.616649000359004
HSF4	0.215841881327749	0.0802189041496564
HSF4	0.0920455415081491	0.144066133989909
HSF5	-0.016189090175895	NA
HSF5	0.0438728537796491	NA
HSFX1	-0.00638659967645605	NA
HSFX1	-0.144633620383969	0.0101254711648272
HSFY1	0.0136887990655294	NA
HSFY1	0.039402660688852	NA
HSFY2	-0.0133431816419947	NA
HSFY2	-0.0161565699850392	NA
HSFY2	0.0488630989085923	NA
HSFY2	-0.0229578060647206	NA
HSFY2	0.0130690952787589	NA
HSGT1	-0.0975537823358934	0.109805074064708
HSH2D	0.0226903289625326	NA
HSN2	-0.0850622167779056	0.00530923288573847
HSP90AA1	-0.000841957806922977	0.996546929942854
HSP90AA1	-0.0537672681342229	0.0588147686056282
HSP90AA1	0.197981381213125	0.259307406601404
HSP90AB1	-0.443402710764465	0.000812484646878169
HSP90AB2P	0.0235296761559525	0.467978536365357
HSP90AB2P	0.0345814877456174	NA
HSP90AB4P	0.00289897721191767	NA
HSP90AB4P	0.0138106589145117	NA
HSP90AB6P	-0.0055177735544909	NA
HSP90B1	0.118787227716846	0.210562928302504
HSP90B3P	-0.014324354581821	NA
HSPA12A	0.136858031627495	0.0605463974581577
HSPA12A	-0.00404698872977249	NA
HSPA12A	0.0159742860056964	NA
HSPA12A	-0.0013253835055389	NA
HSPA12B	0.0151668027735186	NA
HSPA14	0.0685369406522636	0.382445290888935
HSPA1A	-0.207437418194555	0.503722981349666
HSPA1B	0.102121046396283	0.834467268169465
HSPA1L	0.280098367638813	1.56216985811525e-05
HSPA2	0.703733322234012	4.85726686958119e-06
HSPA2	0.626241192111067	0.00012837008421808
