gene_name	Injured_MRL_MpJ_2_weeks_post_injuryvsUninjured_MRL_MpJ_2_weeks_post_injury_log2FoldChange	Injured_MRL_MpJ_2_weeks_post_injuryvsUninjured_MRL_MpJ_2_weeks_post_injury_padj
Olfr1238	0.284652555727984	1
Olfr1073-ps1	NA	NA
Desi2	-0.0581592626244045	1
Gm47433	-0.00943866559996056	1
Nadk2	0.0950894394534416	1
Gm48141	0	1
Gm9487	0.0713261424141134	1
Gm48846	0	NA
Stk32c	0.348066354100306	1
Gm7653	-0.0240935176906977	1
Gm47219	NA	NA
Gm30619	NA	NA
Olfr1139-ps1	NA	NA
Gm18015	0	NA
Gm8162	0.293962461702335	1
Gm48172	NA	NA
Gm48128	0.214546289838695	1
Gm7570	-0.00943051497714889	NA
Gm18892	0	NA
Gm232	0	1
Gm18164	NA	NA
Gm18891	0	1
AEKR01077154.1	-0.174026185622577	1
Gm35262	NA	NA
Gm19987	NA	NA
Stmn1-rs1	-0.00357221170142401	1
Olfr1001-ps1	NA	NA
Olfr1251	NA	NA
Gm18488	NA	NA
Gm47410	0.00523824330381924	NA
AC154679.1	0.0418869935532802	0.380350244186019
Gm3028	0	NA
Olfr962-ps1	NA	NA
Gm46146	0	NA
Gm18166	NA	NA
Rapsn	-0.239410480638507	1
Gm19572	NA	NA
Gm47364	-0.109191647252801	1
Gm47347	NA	NA
Gm47355	-0.259839862256436	1
Gm47182	NA	NA
Gm4042	0	NA
Olfr1192-ps1	-0.401778455957522	1
Gm47083	NA	NA
Gm13777	0.0120789052168335	1
Gm3365	0.0830852457557516	1
Gm47180	0.0047245258026849	NA
Gm8058	0.00523665696395594	NA
Olfr989-ps1	NA	NA
Gm8049	0	NA
Gm18986	-0.00209757745644346	1
Gm9919	NA	NA
Gm18043	NA	NA
Gm7213	-0.352570611630989	1
Iqcn	0.00523279625295205	NA
Gm48839	0	1
Gm6713	-0.438000439072737	1
Olfr157	-0.51881240369897	1
Gm47090	NA	NA
Gm4977	-0.0744543479729668	1
Jakmip3	0.0246519584590852	1
Gm47741	NA	NA
Gm18487	-0.0020982343407491	1
Gm47268	0.182077913241572	1
Gm48348	0.0959781879972908	1
Gm31848	-0.902036914424242	1
Gm7802	0	NA
Gm21041	0	NA
Ide	-0.141483641132003	1
Gm48097	NA	NA
Gm48738	-0.00942742175552582	1
Rims1	0.225934128814357	1
Gm47165	NA	NA
Gm37486	0.00523723951064759	1
Gm47240	0.00523127694447203	1
AC240971.2	-0.135922134994829	1
AC109138.2	0.180312987499547	1
Gm48628	NA	NA
Dgcr6	0.00504445717440461	1
Gm46103	0	NA
Gm26866	NA	NA
Gm47199	-0.188576789208656	1
Gm8023	0	NA
Olfr964-ps1	NA	NA
Gm46142	0.0126013597005812	1
Gm7435	-0.390649122314893	1
Gm47740	0.0198845622762589	1
Gm47213	-0.282753957214381	1
Gm47500	NA	NA
Gm6983	-0.382060405037014	1
Gm47934	0	1
Olfr1077-ps1	NA	NA
Gm18377	NA	NA
Gm8543	0.136623011406971	1
Rab7-ps1	0	1
Olfr956-ps1	NA	NA
Kbtbd4	-0.143617330193878	1
Olfr1082	NA	NA
Gm49373	-0.0821637831147626	1
Gm47986	0.0125605659678585	NA
Gm47932	0.115558037228387	1
Gm47105	NA	NA
Gm49385	0	NA
Gm47945	NA	NA
Gm47379	NA	NA
Gstp-ps	0	1
Kcnn1	-0.425747045235804	1
Gm9662	0.332250877709752	1
Olfr929-ps1	NA	NA
Gm3776	0.0387601557240099	1
Gm47145	-0.42033093088324	1
Olfr1089	NA	NA
Mtch2	-0.030493258778098	1
Olfr1246	-0.154523913593517	1
Gm48554	NA	NA
Gm19137	NA	NA
Gm47185	NA	NA
Rd3	-0.128972011754995	1
AC110514.1	0.141135127751116	1
Gm19219	0.0434998862222392	1
Ndufs3	-0.102415450754786	1
Gm48850	-0.15189862974581	1
Gm5950	0.579840140497905	1
Olfr785	NA	NA
Olfr1070-ps1	NA	NA
Gm18329	-0.192841788984193	1
Gm47241	NA	NA
Gm18903	0.0806012121072934	1
Cox20	0.105407600436514	1
Gm48856	-0.223921470645451	1
Gm7780	0	1
Olfr1134	NA	NA
Gm47886	NA	NA
Gm19994	NA	NA
Gm4800	-0.0980447915764003	1
Gm48337	NA	NA
Olfr946-ps1	NA	NA
Gm47616	NA	NA
Gm47873	NA	NA
Gm48811	NA	NA
Olfr228	0.152829206599486	1
Pde4c	-0.0531142039388448	1
Gm47124	NA	NA
Gm47147	-0.0678924250056442	1
AL611930.1	0.0100858677820261	1
AC073947.1	0	NA
Gm47091	NA	NA
Gm8863	-0.00942285569980192	NA
Gm5035	NA	NA
Gm8948	0.00521784482460519	1
Gm47620	0	1
Olfr928-ps1	NA	NA
Gm48288	NA	NA
Olfr1041-ps1	NA	NA
Gm47274	0	NA
Gm18225	0.144383912511331	1
Gm29785	NA	NA
Gm7904	0.333292061978111	1
Olfr896-ps1	-0.0778529088031485	1
Gm6018	-0.0167530425518591	1
Gm7229	0	NA
Gm47154	-0.0311256283601398	1
Gm47110	0	NA
Gm2517	NA	NA
Gm47102	0.461796166353892	1
Pik3r2	0.432736929476924	0.0450466706454332
Gm8131	-0.00210039502721755	1
Gm48805	0	1
Gm40020	-0.102867962983567	1
CAAA01154301.1	0	NA
Gm47135	0.0690400280499294	1
Gm49318	NA	NA
Gm7495	0	1
Gm8899	-0.555534843092962	1
CR936842.1	-0.135922134994829	1
Gm47829	NA	NA
Gm20382	0	NA
CR936839.3	0.488961340975211	1
AC149294.1	0.0591847776401832	1
Cpeb3	-0.150062084679081	1
Olfr347	NA	NA
Rpl26-ps6	0.961981764076671	1
Olfr342	NA	NA
Gm7692	NA	NA
Il12rb1	0.518685327981047	1
Gm5425	-0.0353499054064223	1
Gm18346	NA	NA
Gm6477	-0.0715415676855991	1
Gm5040	0.145725834286004	1
Vmn2r-ps92	NA	NA
Gm48864	NA	NA
Gm19612	0	1
Gm47617	0	1
Gm47610	NA	NA
Gm48836	0.0237570023146615	1
Gm47366	NA	NA
Gm47928	0.00523814959335356	NA
Gm48196	NA	NA
Gm19810	0	NA
Gm48608	NA	NA
Gm18636	0	1
Gm47377	0.250771576989019	1
Gm6150	0.00523396215518059	1
Gm4921	0	1
Gm2395	-0.401108334071557	1
Gm19233	NA	NA
Gm47516	NA	NA
Gm18670	0.00523231337854592	NA
Gm47332	NA	NA
Gm8796	-0.38543805177211	1
Gm3285	NA	NA
Gm48793	-0.0486529339171301	1
Gm46192	0	1
Gm7370	0.447510174032976	1
Gm48406	NA	NA
Gm48082	0.0907737211145816	1
Gm47382	NA	NA
Gm18899	-0.0773704415891311	1
Gm46203	-0.24150331505824	1
Gm48177	-0.473292867882555	1
Gm4478	-0.367150294405994	1
Gm5182	0.0578760927367818	1
Gm18024	-0.0167702862333341	1
Gm19169	0	NA
Gm47495	0.138844803110067	1
Gm47055	0	NA
Gm48679	NA	NA
Gm18637	0	NA
Gm7001	-0.103300635040767	1
Gm48148	NA	NA
Gm29774	-0.0208365857604275	1
Gm47844	-0.782494620333424	1
Gm18503	NA	NA
Gm8942	0	1
Gm4797	-0.0236644235834033	1
Gm5781	-0.282244947886011	1
Gm3678	0	1
Gm8873	0.124511845604013	1
Gm9129	-0.0374566366436007	1
Gm48827	0	NA
Gm4803	0	1
Gm46311	-0.0167587381079492	NA
Gm48178	NA	NA
Gm48268	0	1
Gm20304	0.238308820470556	1
Gm18515	-0.00942365368848038	NA
Gm48666	0	1
Gm46327	0	NA
Gm8290	-0.43105793766048	1
Gm19256	NA	NA
Gm18696	0.0052383967046187	NA
Gm47835	0	NA
Gm47724	0.0125673502639752	NA
Gm48018	-0.00853597314839367	NA
Gm47365	0	NA
Gm5176	0.345088615960526	1
Gm48465	NA	NA
Gm5080	0	NA
Gm8112	0	1
Gm9585	NA	NA
Gm4864	0.107093362189047	1
Gm8785	NA	NA
Gm29818	NA	NA
Gm18119	-0.174232703774817	1
Gm48461	NA	NA
Gm9535	-0.00942639946526933	1
Gm47967	-0.298568062931137	1
Gm7842	-0.0731340599775699	1
Gm2436	-1.51630855354101	0.587269561706696
Lilr4b	0.172334896631547	1
Gm47394	NA	NA
Gm47669	-0.236547574044377	1
Gm9045	-0.23842454184938	1
Gm48484	0	NA
Gm48808	0.115098805578829	1
Gm48179	NA	NA
Gm47056	0.252762612353931	1
Gm5136	0	NA
Gm47402	0	NA
Gm48774	-0.0208645758954561	1
Gm48184	NA	NA
Gm5649	0	NA
Gm5175	-0.639032670267563	1
Gm47852	NA	NA
Gm48750	NA	NA
Gm48269	-0.35258556087428	1
Gm29809	0	1
Gm8158	0	1
Gm17917	-0.0119930659145145	1
Gm21321	NA	NA
Gm48282	NA	NA
Gm8249	0	1
Gm32220	0	1
Gm47399	0	1
Gm47466	0.00524314297290149	1
Gm48380	-0.00942307417615617	1
Gm9182	0.0052317025339678	1
Gm9476	NA	NA
Gm47809	0	1
Gm47244	NA	NA
Gm9368	0.10197625265265	1
Gm47245	0	NA
Gm48466	NA	NA
Gm19599	0	NA
Gm9004	-0.60496592385954	1
Gm48587	0	1
Gm35412	-0.314718089458411	1
Gm48531	NA	NA
Gm47787	NA	NA
Gm32936	NA	NA
Gm47506	0	NA
Gm18876	0	NA
Gm8960	0.538859395807131	1
Gm9102	0	NA
Gm47924	-0.0496295110645899	1
Rps7-ps2	-0.203324191258407	1
Gm47560	NA	NA
Gm47834	NA	NA
Gm7540	NA	NA
Gm21027	-0.0217506413286374	1
Gm46234	NA	NA
Gm18039	NA	NA
Gm47362	0	NA
Gm47628	0.28061536240438	1
Gm5178	0	NA
Gm19056	-0.0706667094987983	1
Gm48886	NA	NA
Gm19217	NA	NA
Pbld1	-0.205257970955054	1
Gm47247	0.0116834531051725	1
Gm9029	-0.196515870413026	1
Gm40692	0.339635217300878	1
Gm47526	0.00523576079419998	NA
Gm5780	-0.016759047401385	1
Gm6218	0.647487714504448	1
Gm18244	-0.0241085693130497	1
Lilrb4a	-0.0545951145439199	1
Gm47611	-0.0979235585962712	1
Gm47045	NA	NA
Gm48777	0	NA
Gm18777	NA	NA
BC024063	0.851970597880908	0.604064539187141
Gm48758	0	NA
Gm8188	-0.0653267399381554	1
Gm48851	-0.0382084115463058	1
Gm47053	NA	NA
Gm9508	NA	NA
Gm17820	0.00523799304692276	NA
Gm48145	0.0638539361386957	1
Gm18188	-0.00243998534552583	1
Gm47630	0.447255851468684	1
Gm3213	0.012554978919154	1
Gm48085	-0.00942700956841818	1
Gm47538	0	1
Gm47845	0.623301466662008	1
Gm48826	-0.00942416405096685	1
Gm47060	NA	NA
Gm2412	0	NA
Gm6993	NA	NA
Gm47209	0	NA
Gm31931	NA	NA
Gm48029	NA	NA
Gm35405	0.00523702130277395	1
Gm8274	0	1
Gm19090	NA	NA
Gm19161	0	NA
Gm47553	-0.0167568180159571	1
Gm47546	NA	NA
Gm48448	NA	NA
Gm18730	0	NA
Cyp3a61-ps1	0	NA
Gm2089	NA	NA
Gm32717	0.0273493208524408	1
Gm48055	NA	NA
Gm18726	-0.0137562181255911	1
Gm47142	NA	NA
Tyms-ps	0	1
Krtap10-10	NA	NA
Gm48786	0.0619715796403781	1
Gm8435	-0.00943829070047814	1
Gm48698	NA	NA
Gm48180	NA	NA
D630033A02Rik	0.0989313291284474	1
Gm17823	0.328820166688823	1
Gm48310	NA	NA
Gm49325	-0.114102459620304	1
Gm48788	NA	NA
Gm8689	NA	NA
Gm47894	0	1
Gm47837	NA	NA
Gm47488	NA	NA
Gm32802	0.0273493208524408	1
Gm47329	NA	NA
Gm17980	-0.0904507537865422	1
Gm48013	NA	NA
Gm47874	-0.344391515509971	1
Gm48460	NA	NA
Gm6906	0.00523821763222333	NA
Gm9088	0	1
Gm48087	0	NA
Gm29783	0.119615056306364	1
Gm18774	0	1
Gm19989	0	NA
Gm8275	0	NA
Gm48509	NA	NA
Gm47768	NA	NA
Gm17816	-0.235731348482398	1
Gm48088	0.0133570637385088	1
Gm17870	NA	NA
Gm48875	NA	NA
Gm47744	NA	NA
Gm48112	0.0391811352045257	1
Gm8153	-0.315290481614046	1
Gm47755	NA	NA
Gm5951	-0.00942908429342315	1
Gm5183	-0.00210219488282054	NA
Gm48425	NA	NA
Gm6721	-0.00209732229411889	1
Gm47866	-0.00942476236991103	NA
Gm48454	NA	NA
Gm19624	NA	NA
Gm47325	0	1
Gm3266	NA	NA
Gm48047	NA	NA
Gm46188	NA	NA
Gm47529	-0.0221628998737377	1
Gm4796	-0.242993230751854	1
Gm48132	0.0553083020559659	1
Gm48326	NA	NA
Gm47864	0.190333810392934	1
Gm48475	NA	NA
Gm48507	-0.00942383378351952	1
Gm4178	0	NA
4930503E24Rik	0.0309315472396336	1
Gm49376	-0.134017660691716	1
Gm48385	0.0198984118937034	1
Gm7791	-0.00209995964069924	1
Gm18556	0	NA
Gm48794	NA	NA
Gm47261	0	NA
Gm9736	NA	NA
Gm8170	0.0163063318785366	1
Gm47228	NA	NA
Gm48258	0	NA
Gm48891	NA	NA
Gm48121	NA	NA
Gm7198	-0.0449927060084844	1
Gm47999	NA	NA
Gm47227	NA	NA
Fkbp1a-ps2	0	NA
Gm8701	NA	NA
Gm6867	0.16835332842786	1
Gm9466	-0.0168435808032162	1
Gm9044	0	1
Gm6333	0.00523039093930578	NA
Gm6494	0.0344814461683759	1
Gm19168	-0.0208371261248196	1
Gm48106	-0.0124208057570286	1
Gm18507	NA	NA
Gm7594	0	NA
Gm47965	NA	NA
Gm48403	NA	NA
Gm40810	NA	NA
Gm47722	0	NA
Gm19007	-0.00942619059747861	1
Gm47830	0	1
Gm47949	-0.00209834962426027	NA
Gm47935	-0.0241033896937105	1
Srp54b	-1.11086101964517	0.0610869683176644
Gm3619	0	1
Gm6714	0.393307185342817	1
Gm4781	NA	NA
Gm48289	NA	NA
Gm6991	NA	NA
Gm48687	NA	NA
Gm48120	0	NA
Gm47579	-0.0360387941784322	1
Gm47609	NA	NA
Gm18387	NA	NA
Gm48144	NA	NA
Gm5779	0.182681696571249	1
Gm48083	0	NA
Gm48658	NA	NA
Gm46209	-0.219171267021894	1
Gm47703	0.00523572353325269	NA
Gm21026	1.04566841236678	0.793510149483241
Gm4310	-0.00942533793250718	NA
Gm48659	NA	NA
Gm18873	NA	NA
Gm48068	-0.120493888834026	1
Gm19801	0.0278947218041045	1
Gm9111	0	NA
Gm9048	0	1
Gm47736	0.00522983642150492	1
Gm46194	0.0212521032932926	1
Gm18409	-0.0181805882672475	1
Gm47367	NA	NA
Gm48224	0.00523209089316566	NA
Gm47589	NA	NA
Gm47211	-0.00942789792769207	NA
Gm18704	0.00523598111626364	NA
Gm4928	0.124490727410012	1
Gm47968	0.237562249154491	1
Gm48117	-0.00942608020858023	NA
Gm48379	NA	NA
Gm29884	0	NA
Gm47632	0.0226376767942279	1
Gm47899	0	NA
Gm29794	0	NA
Gm46199	NA	NA
Gm2649	NA	NA
Gm47940	NA	NA
Gm48195	NA	NA
Gm9072	NA	NA
Gm6992	0.219650173793071	1
Gm6627	0.608038947085271	1
Gm8219	-0.00209948983289795	NA
Gm4556	0.0869387437630058	1
Gm47626	0.0805181613997206	1
Gm48599	NA	NA
Gm19186	NA	NA
Gm9035	NA	NA
Gm48451	NA	NA
Gm48473	NA	NA
Gm32025	-0.00942921804115449	NA
Gm32899	0	NA
Gm47363	0.00523598111626363	NA
Gm47225	NA	NA
Gm7530	0	1
Gm5750	0.299037353996816	1
Gm31849	NA	NA
Gm47170	0	1
Gm48450	NA	NA
Rpl19-ps2	-0.155488678812291	1
Gm4930	-0.00942666801093963	NA
Gm2398	-0.0577645310327467	1
Gm47527	NA	NA
Gm6859	NA	NA
Gm48280	-0.00943053335071543	NA
Gm5186	0.00523716274891948	NA
Gm4927	NA	NA
Gm48333	-5.06828931457968e-05	1
Gm47340	0.00523040090891339	1
Gm4777	0.572186741037079	1
Gm2696	NA	NA
Gm18557	NA	NA
Gm18510	NA	NA
Gm7476	-0.583053664678935	1
Gm46364	-0.178485713710325	1
Gm46233	NA	NA
Glipr1l3	0	NA
Gm7775	-0.00942862245246124	1
Gm48175	NA	NA
Gm9030	-0.200203227369949	1
Gm18337	NA	NA
Gm47937	NA	NA
Gm18972	0	NA
Gm5173	-0.0254405241920166	1
Gm19074	NA	NA
Gm2628	-0.0117665720748837	1
Gm18027	-0.00943093125188181	NA
Gm47880	0	NA
Gm48555	0	1
Gm4510	0	1
Gm48463	NA	NA
Gm32687	-0.322089075370507	1
Gm17849	-0.0524909332036206	1
Gm19688	-0.796364846262025	1
Gm47220	0	NA
Gm48787	0	NA
Gm5654	0	1
Gm47793	NA	NA
Gm47647	0	NA
Gm5184	-0.0212793999570265	1
Gm18623	NA	NA
Gm36176	NA	NA
Gm47929	0.0272136364062798	1
BC106175	-0.274912163472952	1
Gm47395	-0.00209787701102943	1
Gm6869	-0.087921416909642	1
Ryk-ps1	NA	NA
Gm48270	-0.15646581241602	1
Gm48376	0	1
Gm18042	-0.312070391439655	1
Gm18242	NA	NA
Gm48118	NA	NA
Gm7413	0	1
Gm48892	NA	NA
Gm20108	NA	NA
Gm47492	-0.00942007337114376	1
Gm48760	0	NA
Gm18904	0	NA
Gm7034	0.168493832354395	1
Gm18871	NA	NA
Gm48514	NA	NA
Gm47476	0.0742046688233949	1
Gm2446	0.151775411947579	1
Gm8681	-0.0167676713915419	1
Gm19073	-0.0167595041433991	NA
Gm5512	-0.23532729779287	1
Gm48815	-0.0125531850163451	1
Gm8137	-0.0167588260506684	NA
Gm7525	-0.162264346398597	1
Gm48474	NA	NA
Gm18041	NA	NA
Gm46193	0	NA
Gm8255	0.182531118316504	1
Gm17829	0	NA
Gm18755	0	1
Gm4798	0	1
Gm48476	NA	NA
Gm6362	0.00523583367420119	NA
Gm48524	NA	NA
Gm45925	0.260331275771043	1
Gm19116	NA	NA
Gm9110	0	NA
Gm47699	0.0257858338547119	1
Gm47600	NA	NA
Gm17794	-0.141508897087275	1
Gm46231	0.0272099537689404	1
Gm46191	0.0125599472471511	NA
Gm4898	0	NA
Gm48386	NA	NA
Gm8264	-0.301088524558522	1
Gm49358	-0.911789087139339	1
Gm19309	0	NA
Gm6331	0	NA
Gm47534	0	1
Gm9139	NA	NA
Gm46190	0	1
Gm47539	0	1
Gm48158	0	NA
Gm48517	NA	NA
Rpl17-ps2	NA	NA
Gm48400	NA	NA
Gm6989	0.589481848818777	1
Gm8723	0.027219518736578	1
Gm18029	-0.222152984057516	1
Gm9046	0	NA
Gm7940	-0.0681427032554593	1
Gm47696	0	1
Gm19326	-0.0163943333130933	1
Gm47612	-0.0298821161342794	1
Gm2027	-0.400597776761698	1
Gm48100	0.0125722264601806	1
Gm48034	NA	NA
Gm19005	0.00523576079419998	NA
Gm30534	NA	NA
Gm4739	0.056370969961426	1
Gm7422	-0.409223660880565	1
Gm9040	0	1
Gm48828	NA	NA
Gm48122	0	NA
Gm6125	0	1
Gm9118	-0.295723311664832	1
Gm48753	NA	NA
Gm29696	0	1
Gm48464	NA	NA
Gm47006	0	1
Gm47098	0	NA
Gm47222	NA	NA
Gm20049	NA	NA
Gm30232	0.134726209631493	1
Gm47036	0.0632349621074143	1
Gm18040	-0.00942608669488002	NA
Gm9176	-0.0167605708641795	1
Gm7727	-0.0167514029101745	1
Gm47842	-0.422751572351228	1
Gm4305	NA	NA
Rnf212b	0.352299993568639	1
Gm47930	0	NA
Gm47094	NA	NA
Gm19181	-0.0119553929808344	1
Gm18596	NA	NA
Gm48263	NA	NA
Gm48108	0	NA
Gm47058	NA	NA
Gm47537	-0.0167687871355199	1
Gm47726	-0.117707439454507	1
Gm47970	0	NA
Gm29807	0	NA
Gm18339	NA	NA
Gm47961	0	NA
Gm18502	NA	NA
Gm8613	-0.758767258458966	1
Gm9583	0	NA
Gm18514	0.0542524596086774	1
Gm5948	-0.141757073829189	1
Gm18189	0	NA
Gm7392	0	1
Gm10120	-0.0534673222074001	1
Gm48160	NA	NA
Gm18112	NA	NA
Gm18622	-0.0134288532593273	1
Gm47331	-0.230571053020787	1
Gm18120	0.116549182247066	1
Gm9049	-0.23842454184938	1
Spata22	0.0125413088064587	1
Gm8768	-0.0324256270886342	1
Gm7172	-0.098342881490699	1
Gm7086	0	NA
Gm4303	NA	NA
Gm47491	NA	NA
Gm48590	-0.0037456338185768	1
Gm48251	NA	NA
Gm47597	-0.00942085246133112	1
Gm18983	0.00523555465134253	1
Gm9280	0.347443657821147	1
Gm21939	-0.0214635092500929	1
Gm40881	NA	NA
Gm47984	0	NA
Gm48645	NA	NA
Gm47443	NA	NA
Gm47254	NA	NA
Gm48576	NA	NA
Gm31711	NA	NA
Gm18499	NA	NA
Gm48496	-0.137903789817878	1
Gm49370	NA	NA
Gm48417	0.118946824244514	1
Gm48520	NA	NA
Gm18026	NA	NA
Gm21297	NA	NA
Gm2654	0.248079651720897	1
Gm18601	0	NA
Gm8634	-0.00942608020858023	NA
Gm21007	0	1
Gm2123	0	1
Gm5954	0	NA
Gm48143	-0.00942758469751687	NA
Gm47869	NA	NA
Gm48030	NA	NA
Gm46312	-0.0395197617295967	1
Gm48064	NA	NA
Gm49386	NA	NA
9530050K03Rik	-0.425371649669002	1
Gm6049	NA	NA
Gm48620	0	1
Gm47951	-0.188229726837506	1
Gm48316	NA	NA
Gm8700	0.513163838371806	1
Gm48171	NA	NA
Gm1995	-0.0167579217483977	1
Selenok-ps8	-0.241805695873757	1
Gm6296	-0.382722113705743	1
Gm9318	0.180544880931163	1
Gm48440	NA	NA
Gm9544	-0.0890647846152171	1
Gm47686	NA	NA
Gm49363	NA	NA
Gm48669	NA	NA
Gm7040	-0.00942534904139056	1
Gm18065	-0.00942743640116188	NA
Gm47799	NA	NA
Gm47812	NA	NA
Gm47021	0.0125547296558588	1
Gm9265	0	NA
Gm9249	0	NA
Gm7753	NA	NA
Gm47149	NA	NA
Gm48579	0	NA
Gm48347	NA	NA
Gm47672	NA	NA
Gm18262	0.0360232500854736	1
Gm46344	-0.375300312862347	1
Gm48041	NA	NA
Gm11361	-0.0493888781994496	1
Gm48895	NA	NA
Gm47217	NA	NA
Gm48541	-0.11242439135716	1
Gm6353	0.130665996249149	1
Gm47820	-0.890957861456561	1
Rpl7a-ps1	-0.0585517476416197	1
Gm49379	NA	NA
Gm48928	0	NA
Gm3333	0.0382707868769373	1
Gm48513	-0.00944261198991009	1
A030003K21Rik	0	NA
Gm47383	NA	NA
Gm46997	NA	NA
Gm9279	0.00523591994333659	1
Gm47959	0	1
Gm48389	0.00522859580525918	NA
Gm3338	0	1
Gm47832	0.133946659209155	1
Gm7712	0.00523402244138915	NA
Gm48528	0	NA
Gm7754	0	NA
Gm8725	0.0125591716904728	1
Gm2614	-0.0263973569937586	1
Gm47846	NA	NA
Gm47878	0	NA
Gm2544	NA	NA
Gm3829	-0.0814599051165566	1
Gm48644	NA	NA
Gm47650	0	NA
Gm48154	NA	NA
Gm21569	0.140856338609495	1
Gm47721	NA	NA
Gm48290	0	NA
Gm9231	-0.71566281375082	1
Gm21039	NA	NA
Gm18795	NA	NA
Gm7511	0.294961458615885	1
Gm48011	NA	NA
Gm47748	0	1
Gm18114	NA	NA
Ly6e-ps1	NA	NA
Gm2754	0	NA
Vmn2r-ps95	NA	NA
Gm47406	0.483797120255327	1
Gm48456	NA	NA
Gm49383	-0.0590668230160523	1
Gm18263	NA	NA
Gm48690	0.251947570398838	1
Gm48367	NA	NA
Gm48354	NA	NA
Gm47440	NA	NA
Gm47554	0	NA
Olfr335-ps	0	NA
Gm19047	NA	NA
Gm7614	0.374525435883002	1
Gm6171	NA	NA
Gm48359	NA	NA
Gm9292	0.00522522836949536	1
Gm9973	-0.0487274608701581	1
Gm7214	0.00522118680143714	1
Mylf-ps	-0.00204771303859275	1
Gm46998	NA	NA
Gm47954	-0.165740334686911	1
Gm20102	NA	NA
Gm5955	NA	NA
Gm35638	0.159262402507645	1
Gm48343	NA	NA
Gm18032	0	NA
Gm47998	NA	NA
Gm48318	NA	NA
Gm6988	-0.00942432121546788	1
Gm9229	NA	NA
Gm21936	0	1
Gm48291	-0.0167505303648555	1
Gm48525	NA	NA
Gm3742	NA	NA
Cbx3-ps5	NA	NA
Gm47435	0.247488413697075	1
Gm19540	NA	NA
Gm18749	0	NA
Gm47187	NA	NA
Gm17890	0	NA
Gm18880	-0.219625632952136	1
Gm48557	-0.326786195328061	1
Gm48147	-0.0524770392745248	1
Gm18442	NA	NA
Gm48101	NA	NA
Gm5189	NA	NA
Gm48494	0	1
Gm49330	NA	NA
Gm6109	0.0198973763812946	1
Gm18388	0.0198884250689502	1
Gm48338	0.0177718123929051	1
Gm48016	NA	NA
Gm30155	0	NA
Gm18338	0	1
Gm33312	0	1
Gm18363	0	NA
Gm48241	NA	NA
Gm272	NA	NA
Tes3-ps	0.286421261167031	1
Gm48527	0	NA
Gm7446	-0.298049618161641	1
Gm19428	0	1
Gm48551	-0.322790502453963	1
Gm4811	0.206667273551489	1
Gm19095	0	1
Gm19563	0	1
Gm47969	-0.0490300296367719	1
Gm48235	-0.00209606400544694	1
Tubb2a-ps2	0.083452246664283	1
Gm18116	0.0125650092338991	1
Gm47470	NA	NA
Gm21559	0	NA
Gm11360	NA	NA
Gm20368	0	NA
Gm36128	0.0753232797529687	1
Gm18627	0	NA
Gm40853	0	NA
Gm48044	NA	NA
Gm19001	-0.54740439483445	1
Gm18413	0.62904870126792	1
Gm48688	NA	NA
Gm49326	NA	NA
Gm48032	NA	NA
Rpl17-ps6	NA	NA
Gm48103	NA	NA
Gm48618	0.00523394956138794	NA
Gm47811	0	NA
Mif-ps7	NA	NA
Gm48516	NA	NA
Gm48445	NA	NA
Gm48052	NA	NA
Gm8227	-0.00943272616895622	1
Gm18113	-0.0677434224424243	1
Gm9628	NA	NA
Gm18625	NA	NA
Gm48080	NA	NA
Gm9259	0	1
Gm19011	NA	NA
Gm19220	0.433930950559983	1
Gm17915	NA	NA
Gm7695	0.370322674873621	1
Gm49251	NA	NA
Gm48096	NA	NA
Gm47323	NA	NA
Gm8607	0	1
Vmn2r-ps102	0	1
Gm48575	NA	NA
Gm18878	-0.00478867222749212	1
Gm20789	-0.234669792242598	1
Gm48012	-0.302993110098286	1
Gm19195	0	1
Gm48355	0	1
Gm48059	NA	NA
Gm48424	NA	NA
Gm47125	0	NA
Gm10054	-0.145624871773098	1
Gm8504	0.0119027791220429	1
Gm48588	NA	NA
Gm18624	0	NA
Jakmip1	NA	NA
Gm33654	NA	NA
Gm48572	0	NA
Gm48446	NA	NA
Gm47660	NA	NA
Vmn2r-ps97	NA	NA
Gm48429	NA	NA
Gm48111	0.226205680935669	1
Gm9512	-0.141457107282617	1
Gm36262	0.479048424963559	1
Gm48415	-0.351425439545264	1
Gm48365	0.076082328412211	1
Gm9194	-0.195498573032419	1
Gm5194	0.00523583367420119	NA
Gm8605	NA	NA
Gm18247	0	NA
Gm40848	NA	NA
Gm9315	-0.0550933512487075	1
Gm4935	0	NA
Gm47437	NA	NA
Gm48540	NA	NA
Gm8288	0.65714250482638	1
Gm48643	0.0272243532780228	1
Gm5191	0	1
Gm21941	0.0922110182917346	1
Gm18504	NA	NA
Gm49328	0.402654170638377	1
Gm47478	NA	NA
Gm47172	0	NA
Gm5789	-0.240917885284884	1
Gm7242	0	NA
Gm47556	0	NA
Gm3791	1.18084367929363	0.498387465791754
Gm6056	0	NA
Gm7664	0.0128423665031994	1
Gm47086	-0.00209022559709897	1
Gm6722	0.155930889143258	1
Gm19441	NA	NA
Gm48392	NA	NA
Gm47412	0	NA
Gm47369	NA	NA
Gm49382	0	NA
Gm47973	NA	NA
Gm48668	NA	NA
Gm48672	NA	NA
Gm48661	NA	NA
Gm47455	NA	NA
Gm7042	0	NA
Gm49359	-0.0122933541827865	1
