gene_name	Injured_MRL_MpJ_1_week_post_injuryvsUninjured_MRL_MpJ_1_week_post_injury_log2FoldChange	Injured_MRL_MpJ_1_week_post_injuryvsUninjured_MRL_MpJ_1_week_post_injury_padj
St6galnac3	0.132318614012882	1
Arl13a	-0.0691950521672605	1
Adarb2	-0.0155796536747595	1
Defb34	NA	NA
Gan	0.0398336725510442	1
Cpne8	0.0630799144235455	1
Slc22a30	0	1
D930048N14Rik	0.1094457947149	1
Hist1h1d	-0.133236609838446	1
Hook2	-0.259837768328263	1
Dlg2	-0.631556476691099	0.503363625629118
Lrrtm4	-0.737753144655005	0.980742236647792
Serp2	0.371126968046955	1
Adam17	0.279537509770809	0.729158038572529
A1cf	0.0300151257307695	1
Isoc2b	0.315245611870558	1
Plekhg3	0.0804170199591677	1
Pcdh15	-0.00521357204326551	1
Terb1	0.182758112646329	1
Olfr851	0.434037055661066	1
Sh2d6	-0.709630648265877	0.975742332341332
Asap2	0.056257397820241	1
4930504O13Rik	NA	NA
Rnf103	-0.0128180120835114	1
Gm9887	0.308503459808262	1
Zfp112	0.0143911154071566	1
Zmat1	0.251630897836801	0.934964816695437
Rap1b	0.0771698752127163	1
Jun	-0.105191346724392	1
Rab7b	0.203350012824731	1
Tln2	-0.13917522897764	1
Tnrc6a	0.382931028100187	0.934850336113766
BC004004	-0.0219292517391819	1
Zfp608	-0.0308897133940437	1
Kcnt2	-0.171648281517586	1
Map1b	0.0477981992649533	1
Gm5111	0.396101083950628	1
Klrc2	0.28756424035444	1
Suclg1	-0.287556513729259	0.792585231128049
Swt1	0.109330002778299	1
Trim30b	-0.187346295965499	1
Repin1	-0.110904592903724	1
Traf7	0.185871975289117	0.783121179640118
Gpr25	0.52313630603151	1
A630001G21Rik	-0.0429938064994734	1
Zfp212	0.150200321320871	0.983612296424594
Oas1a	0.269978009947637	1
4833418N17Rik	NA	NA
Grk4	-0.157317257111967	1
Olfr573-ps1	NA	NA
Gm9890	NA	NA
1700030K09Rik	-0.103656341498652	1
Nup107	0.00528828002474655	1
Atad2b	0.0246616680727748	1
Olfr813	NA	NA
Best2	-0.0042823143857333	1
Cysltr1	0.0994385082432755	1
Gm9892	-0.043170527450699	1
Sae1	-0.0553012081112392	1
Junb	0.426600395018078	0.863234503050365
Tas2r137	0.00794774577876426	1
Reep1	-0.325832781167509	0.851387610669864
Nrk	0.296575506091093	1
Dnah6	0.115351045404099	1
Prkcb	0.0922156226548036	1
Ubxn8	0.160722535840993	1
Gm9894	-0.174484664338763	1
Lamb2	0.0893733644918638	1
Smarca5-ps	0.0752649115728377	1
Cyp2j6	0.0173918115125381	1
Msl1	-0.0302607285484681	1
Senp7	-0.280090592957369	0.760149397723289
Prkg1	-0.188244173119178	1
Arhgef15	-0.05202686947029	1
Bpi	0	1
Rnaseh2a	0.250866090431456	0.742247798653836
Ctif	0.0618272098866597	1
Fbxo31	-0.0784533645373149	1
Glis3	0.37138179810959	1
Rnf157	-0.156854159635084	1
Cpvl	0.00758173396101657	1
Gas1	0.406823176002699	0.799313642062855
Mrpl35	0.0149615563096525	1
Cyp2f2	0.152458759652092	1
Ube2ql1	0.11561681266027	1
Uba2	-0.0068313537133648	1
Hrh1	-0.138734267510008	1
Creb5	0.898649067225594	0.255694753825468
Krcc1	0.0292662350476257	1
Cntn2	-0.171163347235095	1
Sv2b	-0.332140205796457	1
Spink2	0.126169851199336	1
Gm6180	-0.150892820636395	1
Aph1c	0.316747263902822	1
Cd8b1	-0.271400257238128	1
Brsk2	0.517875137434971	1
Adh6a	0.0824981142001063	1
Jam2	-0.293670855984307	0.760298250296726
Clec12a	0.121798779325948	1
Cfap300	0.143454086732804	1
2700081O15Rik	0.161064065637982	1
Lins1	0.0450170383249732	1
Myh7	0.200514988355018	1
Tmem248	0.0190563477981841	1
Gpr141	0.187223489124844	1
Yap1	-0.0538983438079776	1
Fank1	-0.126346124980933	1
Socs3	0.597621788053551	0.653276604901539
Chmp3	0.00340018587915556	1
Gm5129	0	1
Rnf26	0.0772476785064786	1
Gsx1	NA	NA
Supt7l	-0.112073200575963	0.928725553099905
Mapk11	-0.00497067893546126	1
Ptprt	0.389256372020769	1
Olfr352	0.752058306177657	0.937591458044016
Spag16	-0.0885439941933112	1
Fes	0.194927226745882	0.957235905434471
Daw1	0	1
Gpr21	-0.173518928045907	1
Cdh22	0.196162851097838	1
9030619P08Rik	0.295444080792689	1
Rpl18-ps2	-0.293958541347376	1
Bcl3	0.44484326651437	0.71726695716718
Mterf1b	-0.0162249283039045	1
A830005F24Rik	0.619478047688796	1
Gm609	0.285288690120568	1
Spaca3	0	NA
Mllt11	-0.45854939127177	0.589399973052612
Cib4	NA	NA
Prx	-0.0545901103525307	1
Arhgap20	-0.248437644142705	1
Styx	-0.315357191678567	0.835182524656861
Kat2b-ps	-0.144191734695832	1
Zfy1	0	1
Btn2a2	-0.0385881380063084	1
Tas2r136	NA	NA
Raet1e	0.0182574978574096	1
Dand5	-0.545357341331776	0.335892089795925
Ceacam3	0.0752869884416711	1
Olfr212	-0.428692539590754	1
Ndfip2	0.134418046650472	0.950953044887828
Dspp	0.437279638316124	1
Aldh1a1	-0.278242492422393	0.747510299780154
Trmt1l	-0.0920124266999978	1
Olfr1013	NA	NA
Ddx10	-0.0957884630837649	0.994191091820901
Rab4b	0.443145593843724	0.889257583554999
Pom121	0.103634179895154	1
AI854703	-0.137314801187025	1
Slc22a26	0	NA
Nrgn	0.126786521619063	1
Sec61b	0.0939082800668843	1
Slamf8	0.0264956505698847	1
D10Jhu81e	-0.218010804905386	0.914754933782118
Dis3l2	0.105945201976595	1
Ficd	-0.119615679414435	1
Tarm1	-0.016519812059631	1
Zfp943	-0.0853391233992102	1
Epp13	-0.165872081166586	1
Rxfp2	0.543766775810527	1
Atp6v1e2	0	NA
Trim50	0	1
Tas2r107	NA	NA
Zfp952	-0.0182856799531065	1
Olfr211	-0.00155068193217233	1
Cacng8	0	1
Phgdh	0.154567507612108	1
Adamts18	0.792105750872211	0.376269368541237
Cbx7	-0.0909222306169081	1
Hunk	-0.135664194202437	1
Gm4792	0	1
Mapk14	-0.0321636844945219	1
Adamts19	0.535463355258723	1
Thoc7	-0.0929104200481817	1
Ggcx	0.0819040723400015	1
Hhipl2	0.442813523404762	1
Hs6st3	-7.33448046479851e-05	1
Tg	0.203083898990298	1
Kdm3a	0.0959476782400929	1
Gm13534	-0.4919108173677	1
Tnfaip6	0.383384663405678	1
Tcf4	0.0443134468008017	1
Usp21	0.105938428051509	1
Trim60	0	NA
Gtsf2	NA	NA
Nrd1	-0.139550111635264	0.856652333791506
Kcnip1	-0.342298411044065	1
Lgals7	0.181407506140146	1
Cstf2t	-0.0191866517168442	1
Gm4759	0.005506471165895	1
Shisa7	0.114019154724166	1
Ebf4	0.569417783647856	0.897904867655191
3110082I17Rik	-0.0139132746858582	1
Smagp	0.216041138230873	1
Ier2	0.165478144593965	1
Eif3k	0.0352377017948703	1
Tanc2	0.190155275022081	1
Zfand2a	0.112157633448807	1
A730061H03Rik	-0.0102685283069937	1
Fate1	0	NA
Zfp472	0.321524651456612	0.772120473896017
4930442H23Rik	1.03491463330005	0.868303833357325
Rpia	-0.0189736537062379	1
Gm9913	0.210928377783401	1
Sh3pxd2a	0.0954824723225099	1
Gykl1	0.0150520670072629	1
Tll1	0.50033831829422	0.881089138415516
Dennd4a	0.141039168785212	1
Aldh7a1	0.318524753594553	0.826204072440885
Plxnb1	-0.114817219765546	1
Gper1	0.513535789507354	0.830198122618674
Krt42	0	1
Tgm5	0.245987560698429	1
Defb40	0	NA
BC048403	0.234436125965083	1
Dpep2	0.238425089369635	1
Mast1	0.550894726729334	1
Defb37	NA	NA
Nebl	0.240086253921053	1
B430305J03Rik	NA	NA
Dusp7	-0.129817214325978	1
Klk1b26	-1.00707906663766	0.865760513020293
Vmn2r43	0	NA
Spinkl	-0.0235958673155629	1
Tmem39b	-0.0256338234257648	1
Gm6457	0.0255764748631127	1
Gm5114	NA	NA
Ptrh1	0.799722438741009	0.801581199443076
Sox14	NA	NA
Chd8	-0.0248880878870623	1
Oas1f	0	NA
Chchd3	-0.335347497677059	0.703875760946082
Lysmd1	-0.0741062655231933	1
Rdh8	0.240993611083976	1
Ubxn7	-0.0784382915538843	1
1700016K19Rik	0.205720875591066	1
Defb38	NA	NA
Krt16	0.137656409754642	1
Exoc6	-0.0854889535177859	1
Grwd1	-0.0490319369485436	1
Olfr744	0.000517473870003104	1
Camk2d	-0.368671575694114	0.481709660162242
Bcl2a1c	0	NA
Gm9922	-0.00725671176474248	1
Ppfia2	0.163401227827643	1
Gm9923	-0.471628426996119	1
H2-T24	0.0481817063507572	1
Nudcd3	-0.114586777076912	0.967910537445619
Txlna	0.0848597958052661	1
Lipg	0.324468669056609	1
Adgrg4	0	1
Dnajc5g	NA	NA
Gm9925	0.00830548530616415	NA
Slc51b	0.320473820502148	1
Mepe	-0.119106874671898	1
Gm5142	NA	NA
Fpgt	0.17783747598556	1
Aym1	NA	NA
Srcap	0.0943416945452036	1
Sh2d4a	0.03163936670512	1
4933409G03Rik	NA	NA
Slc39a8	0.191831184668863	0.955470450148592
Ech1	-0.122301594683163	1
Mat2a	0.00951467295177327	1
Rhox10	NA	NA
Kdm4d	-0.37390016569117	1
Nanp	0.115062901459075	1
Cyhr1	-0.071843105845762	1
Shisa6	0.192148971758519	1
Cnn3	0.11680688796632	1
Adnp2	0.10897550676812	1
Ang5	NA	NA
Stum	-0.390521989943532	1
Lgals4	-0.0330713528268608	1
Pde5a	-0.0219931635965013	1
Cd8a	-0.310856191103192	1
Zfp14	-0.183670499567143	1
Tusc1	0.378821632519402	0.857231541016454
Tdrd9	0.153533393593707	1
Mill1	0	1
Ndst1	0.0731875166687745	1
Tmem179	0.0630450384416508	1
Sirt5	-0.0285472255321191	1
Nt5dc3	-0.306955932665818	0.792585231128049
Rdh18-ps	0	1
Adam39	NA	NA
Tceal5	-0.188706842001546	1
Olfr279	0.616007317269093	0.978381681243638
Klk13	0.0582529529145371	1
Ercc6	-0.0576639719095674	1
Rdh19	0	1
Olfr309	NA	NA
A930004D18Rik	-0.158890513289122	1
Pkp3	0.275924300986997	1
6030452D12Rik	NA	NA
Iigp1	-0.0683247765429465	1
Skida1	0.345849619310604	1
Utp18	-0.122786415386502	1
Capn12	0.276061195680606	0.922517038453524
Fbxw28	0.133968202005588	1
1810037I17Rik	0.0146831749908508	1
Slc25a40	0.02588382543955	1
Nlrp9a	NA	NA
Try4	0	1
Skp2	-0.00755021049939541	1
E130116L18Rik	0.0225031111259036	1
Zdhhc25	0	NA
H2-T3	0.0572517791866554	1
Umodl1	-0.266354135633351	1
Adm2	-0.881855096142049	0.887034730688531
Olfr24	0.751725777451301	0.885790086039765
Vmn1r236	0	NA
Krt15	0	1
Syne3	0.356075615025972	0.56573114964838
Gm4894	-0.0111171682852774	1
Nkx2-4	0	NA
Fam83e	-1.42131811134539	0.656534660508944
Spock3	-0.0168049027482005	1
Ceacam10	0.0904523777314705	1
Gm9938	-0.221183808094234	1
Klf1	0.0305142923799741	1
Cthrc1	0.575062346503056	0.881089138415516
Gon4l	-0.0709015451800849	1
Ffar4	-0.466940884780688	1
Ifi205	0.0696584491659356	1
Alkal2	0.259536488577	1
Gzmm	-0.455544723306668	0.869471652874408
Sprr2k	NA	NA
Tprkb	0.112212010999951	1
Olfr481	0.12934898299398	1
Fra10ac1	-0.239554783813511	0.589399973052612
Fgfr3	-0.150989958688227	1
Msi1	0.0770402965289074	1
Lifr	-0.0668010826585508	1
Serpinb9d	0	1
Zscan4c	NA	NA
Arfgap3	0.135964179012517	1
Prr14l	-0.240360180679155	1
P2ry10b	0.0226602948255093	1
Eapp	-0.039033319173883	1
D130007C19Rik	-0.319276929842199	1
Cpsf3	0.0461631591788148	1
Obox1	NA	NA
Mrps21	-0.231238151063606	0.775502670435847
Lrrc36	-0.0599194404759083	1
Taf4b	-0.051722077505171	1
Lce3a	NA	NA
Kcnn4	0.136966181400633	1
Bsx	-0.00645216791937368	NA
Lexm	0	NA
Rhob	0.170062877856278	0.938172165601604
2410024N13Rik	NA	NA
Zfp747	0.0150464758618889	1
Pnma1	0.366556294074892	0.976047727593783
Ceacam2	0.132011523191716	1
Mdm4	0.0700597109991572	1
Cklf	0.195849962682645	0.996471925783178
Slfn5	0.114565029456109	1
Dnajc8	-0.0181764632563954	1
Olfr411	NA	NA
Spcs3	0.0353602844692133	1
Tmem74	-0.475311395862868	1
Slc30a7	0.280581404263823	1
Cyp3a44	0	NA
Fabp1	0.108856339715475	1
Cadps	0.171878721174198	1
Atpif1	0.0323775281449426	1
Olfr450	-0.0177274293437146	1
Tmem120b	0.110418816779764	1
Gimap4	-0.0266044194457149	1
Cpa1	0.0204900446970002	1
Gm9945	0.901351957178157	0.985258723055412
Aes	-0.256987265894426	0.873004364884988
Sytl5	-0.266379671129902	1
Vapb	-0.109484936549203	1
Vsnl1	-0.974398994418846	0.603163957973986
Lclat1	0.13908741197893	1
Thnsl2	-0.585732764718634	0.814432944280863
Kcnn2	0.0230048224262421	1
Tmem62	0.177230230182667	1
Tas2r130	NA	NA
Olfr308	0	NA
Dedd2	0.220840410236997	0.897904867655191
Parp4	0.1689088081813	0.993002229895369
Trim65	0.0716020326007582	1
Zfp867	0.186132023590405	1
Sh3bp2	0.317168981510496	0.830198122618674
Ms4a5	-0.407843039039414	1
Olfr1500	0	NA
Tmprss11e	0	NA
Ugt1a6a	0.31745027547445	1
Adam12	0.300261211623768	0.976047727593783
Usp17la	-0.165305552928308	1
Pla2r1	0.286594208832729	1
Pabpc1l	0.326308588277538	1
Gm9949	-0.273088193272271	1
Oscar	0.170758399738542	1
9130230L23Rik	-0.229587742506069	1
Cggbp1	-0.0648190101842058	1
Kdm2a	-0.0468805853605541	1
Mgmt	-0.169210589401588	1
Mettl7a1	-0.037593192552804	1
Xlr	-0.110137224324679	1
Ugt2b5	0	NA
Slc8a1	-0.155772701528767	1
Mmrn1	0.0820340990026397	1
Zfp869	-0.170536911136125	0.830577525138632
Pm20d2	0.0249657867504376	1
Ano9	-0.0914408893643333	1
Olfr63	0.348601350492869	0.9792550358392
Irs4	0	NA
5830411N06Rik	0.331324030683605	1
Tmem119	0.151438342586608	1
1600014C10Rik	0.047299279166129	1
Srsf12	0.0530556312163857	1
Emcn	-0.0845227329992088	1
Adam10	0.05486968455387	1
Ap1s3	0.0791835129433908	1
Ankrd24	0.175290107077833	1
Zscan22	0.03780596088699	1
Zfp771	0.154024012039893	1
Hmgb2	0.118506392973696	1
Lrrc8c	0.163238679101258	0.849878961991615
Vmac	0.125668112840882	1
1700013H16Rik	0.0155552040438407	1
Phactr1	0.453781665958288	0.975742332341332
Msra	-0.0483966429007038	1
Zfp182	0.163056058391222	1
Gm9955	0	1
Abca15	0	1
Fsd1l	-0.265228008708056	1
AU018091	-0.0932613981319127	1
Akr1c20	NA	NA
Krtap5-2	0	NA
Defb42	-0.553254284944773	1
Mtnr1a	0	1
Set	0.0311338931400418	1
Kctd18	0.14873294788726	1
Klhl18	-0.0389025255433566	1
Cadm4	0.157247256801766	1
Actn4	0.129529509992981	0.868303833357325
Usp46	0.296162741433502	0.656534660508944
Nsd3	0.0592380585019745	1
Cyp2c50	0	1
Elp6	0.438432608415974	0.950953044887828
Atrnl1	0.167718980664849	0.829535489729814
Smim10l2a	-0.478024143330365	1
Rnd1	-0.205336280894037	1
Fam19a5	-0.0968937495007277	1
Tmem158	0.178729291487915	1
Pcnx3	0.00632555418505327	1
4930578G10Rik	-0.000817060071461688	1
Dsp	0.456295050348069	0.989457419556016
Olfr1535	-1.07955531693862	0.747510299780154
Txk	0.389860185396553	1
Zfp667	0.460419807892203	0.789964448456216
Atp5s	-0.7716776531939	0.098559476736369
Arhgef33	0.514183251473321	1
Stfa3	0.0398748790464432	1
Klhl5	0.085943960369416	1
Zkscan4	0.302823318783961	1
Afp	0.391178680019627	1
Kcnmb4	-0.349206451341071	1
Olfr1346	0.323806398203985	1
Zfp174	-0.0204574600805078	1
Olfr137	1.10768205952588	0.729115919344686
Miga1	-0.0406005042585305	1
Gm9958	0.123094650870191	1
9130008F23Rik	0.139169722147382	1
Gm9959	0	1
Nt5c1a	-0.543182078381797	0.894488847700744
Lmntd1	-0.386744062832113	1
Zfp647	0.550765111351962	0.871131822648486
Nyap2	0.220892835660295	1
Kbtbd13	-0.37309703426417	0.897904867655191
Sec14l3	0.383103517094111	1
Agtr1b	0.374380480386873	1
AV320801	0.0154892655193433	1
Naaladl1	0.0323459976753566	1
Lrtm2	0.404798592037797	1
A830031A19Rik	0	1
Agap1	0.0597259914060446	1
Cntn1	-0.214943341664649	1
Ep300	-0.122189218505249	1
Gabrg3	0.556395654330821	1
Smyd1	-0.240373663157302	1
Sprr2e	NA	NA
Olfr420	-0.336929531933677	1
Commd5	0.233330994249278	0.914064983810571
Pdlim1	0.181897635048192	0.863969262764743
Nfic	0.0591024213660934	1
Ddx17	0.0780729032234845	0.986641502850453
Smyd3	-0.129673758979068	1
Rab39	-0.120029434121995	1
Gm9964	-0.0145640645350639	1
Gabra5	0.162806082779265	1
Olfr354	-0.451698188091465	1
Gm8430	-0.0272590527579675	1
Spink6	0.209753730816036	1
Zfp819	0.543350115545146	1
Phxr2	-0.749071377331904	0.966517925579976
Gm15155	0	NA
Arntl	-0.14054849188877	1
Cgrrf1	-0.0744072604630837	1
Sugct	-0.254818737987072	1
Klf2	0.166609448534783	0.979034134615867
Zfp78	0.113786899207015	1
Ifng	0.12216200830724	1
C1ra	0.328308672322206	0.656534660508944
Cstl1	0.0855795024026709	1
Fam72a	0.111038825773722	1
Klk15	0	NA
Actbl2	-5.52442132784199e-06	1
Fev	0.020285090919615	1
Gm12830	0	1
Sertad3	0.14460772086103	1
Zfp811	0.133953022077168	1
Ankrd17	0.0543643729531253	1
Foxd2	0.305386898578457	1
Pld5	-0.510712086508875	0.766410743224093
9430025C20Rik	0.0789367930144662	1
Zfp935	0	1
Wdr86	-0.404760247617956	0.978667194706491
Kcmf1	-0.272980040564641	0.707948163663075
Zfp101	0.0719355638332686	1
Ntrk2	0.370157888518707	0.899558579527465
9330161L09Rik	-0.141988146731447	1
Tmem245	-0.0650013340332801	1
Ctsj	0	NA
Adh7	-0.121132727813604	1
Mrfap1	0.0366400592646538	1
Zfp93	-0.224591250363679	1
Them7	0.38047451753326	1
Pgbd1	-0.251259237389253	1
Sec23ip	-0.023697772535651	1
Tead1	-0.281179870457117	0.938172165601604
Tns1	0.00309438670381999	1
Fat2	-1.18555730955961	0.724561007429745
Snupn	-0.00209473873139533	1
Zfp457	-0.698899069159932	0.844539742872089
4933400A11Rik	0	1
Prl2c5	0	1
Slc6a2	-0.146020717648503	1
Stam2	-0.017647443621493	1
Fut9	0.0224263419195418	1
Rnf212	0.134541176219773	1
Fbxo6	-0.23436732311245	0.955470450148592
Map6	0.720496206280328	0.656534660508944
Nell1	-0.218111596319539	1
H2-Q5	-0.124523580226758	1
Atp10b	-0.285805101713909	1
Fam136b-ps	0	1
Pcdh9	0.426844061497467	1
Gm9970	0	1
Nap1l5	-0.54226270234977	1
Maf	-0.148503272937629	1
Srsf11	0.141791939802686	0.653276604901539
Cd47	0.12387298935201	1
Gm7353	0.366296672078323	0.912071490781483
Gm9972	NA	NA
Alk	0.278608558317898	1
Zfp458	0.224824815276261	1
Soga1	0.566021659145509	0.818547870119984
Ano5	-0.350814947566931	0.875393819669983
Pprc1	0.06102176520924	1
Epm2a	-0.448840360370052	0.573813651120736
Gm9974	-0.29087377993507	1
Vmn2r81	NA	NA
Gucy2g	0.25277442939472	1
Cpsf6	-0.0229572785208973	1
Zcchc24	-0.039454450452434	1
Epha6	-0.728170484487296	0.990649073675867
Lair1	0.388498347625391	0.779455620046312
Timd4	0.034470562678274	1
Apobec4	0.00764687829568762	1
Kxd1	0.090946810322487	1
4930502E18Rik	0.579682264861306	1
Zfp459	-0.368878838045198	1
Spink5	0.596387011982902	1
Unc80	0.39276888361789	1
Olfr305	-0.00678534011349839	1
5530400C23Rik	NA	NA
Tcp10b	-0.574554524027277	0.976047727593783
Hba-x	-0.136264754779727	1
Olfr307	0.0916425593424827	1
Cdca7	0.0484224730083208	1
Olfr636-ps1	NA	NA
B4galnt4	0.259314814541083	1
Hmcn2	-0.0451869209749216	1
Zfp580	0.0577329464550938	1
Dach1	0.0754472835026204	1
Ubqln5	0	1
Klhl25	0.00803183994180196	1
Gpc3	0.252405925528848	1
Mettl4	-0.181176142820381	1
Zzef1	0.0915309011583539	0.991798464417885
Kbtbd11	0.34829259151351	0.927745310931407
Gm5069	0.274383124093378	1
Ctsr	0	NA
Cope	0.120849638928336	1
Gja6	0.660946698709492	1
Tmem191c	-0.423245116608454	0.862039086806797
4933401B06Rik	NA	NA
Klhl26	0.280679029447377	0.589399973052612
Slain1	-0.19808329095491	1
Ubl7	-0.168421450013245	0.9501186378991
Rras2	-0.0184254403664578	1
Paqr3	-0.531633459738856	0.881089138415516
Ces2a	0	1
Nap1l3	0.0338984282358371	1
Ghr	-0.118881194349584	1
Rtl6	-0.0773144584448544	1
Magea2	-0.0063784724929505	NA
Gsdmc4	0.333284523408307	1
Gemin6	-0.266014385805867	0.653276604901539
Nkain3	0	1
Eef1d	-0.0186386239228805	1
Rybp-ps	-0.0309935949369466	1
Gm7936	0	1
Myh8	-0.299269912753672	0.975589055325248
Usp26	0.00735649768584302	1
Abcd2	-0.14524697932811	1
E330017A01Rik	0.118354692750295	1
Gm5160	-0.175311420329435	1
Tcf7l1	0.100439878106704	1
Fmnl1	0.00350446652494067	1
Dnaaf3	0.221860488015254	1
Cldn17	NA	NA
Mta3	-0.0534267968892362	1
Olfr967	0	1
Tescl	0.0918936143931001	1
Gsdmc3	0.042258843722759	1
Zfp1	0.18840602600735	0.947545696945596
Olfr357	NA	NA
Elob	-0.0103752975370466	1
Rnf181	0.0546860204982474	1
Izumo4	0.462736297260273	0.654100111923533
Fam19a3	-0.101962604659184	1
Per2	0.0414101875537776	1
Gm9985	-0.526692326823992	1
Foxi3	NA	NA
Abhd16b	-0.27447457442581	1
Fancm	0.230521801751805	1
Ubl4b	0	NA
Oosp2	0.549280829272497	1
Ppp4r1l-ps	0.0981187436006461	1
Tmem69	-0.15845660064176	1
Tmem150a	0.0295289404563699	1
Zfp277	-0.0712412951197531	1
Aasdh	-0.0165971081059173	1
Gm14137	0.404954928624051	1
Fto	-0.14057523223553	0.965003131381808
Oosp3	NA	NA
Krt28	0.0318122747567353	1
Obox7	NA	NA
Emc7	-0.0258365375121595	1
Prr18	-0.171703265516049	1
Gm9987	0.0843607139729796	1
Skint4	0.44024963373717	1
Triqk	0.23277300224681	1
Gm9988	NA	NA
Olfr378	NA	NA
Cldn23	0	1
Fut2	-0.28797157617131	1
Irs1	-0.0817252799225286	1
Zkscan5	-0.0155237526866313	1
Nod2	0.144736626773357	1
9330182L06Rik	0.187937152571835	1
Gm11541	0.0993868681260993	1
A430033K04Rik	0.018355918793093	1
Ccdc7b	0.599480882046278	0.980457067985144
Zfp709	0.453666445516377	0.81045905806437
Clca3a1	0.0895027255611013	1
Cyp3a11	-0.00612747730535512	1
Rgs9bp	0.128777333688391	1
Mia3	-0.0918952313099686	1
S100a8	0.0179039847765041	1
Sag	-0.21102935893792	1
Otulinl	0.268844629085532	0.785322895755147
S100a9	-0.0510091548769147	1
Grik2	0.0812297563048024	1
Eif3b	0.0666565567029326	1
Lipm	0.274843489174425	1
St3gal5	0.0107876053947624	1
Tas2r134	0	1
H2-T22	0.0762003230632404	1
Fez2	-0.272391534879036	0.650857375827699
B4galt6	0.152275909663518	0.912071490781483
Ticam2	0.632062987031285	0.589399973052612
Pgm3	-0.284543766353374	0.919033506863183
Unc93a2	-0.25921841416738	1
Trim34a	-0.0182825705767228	1
Rdh9	0.12075091103842	1
Socs6	-0.0256272774078148	1
Nanos3	0.19011014203995	1
Car10	1.00422464813505	0.839540733907405
Cndp1	0.0704935371558355	1
Cnot10	0.11231466672272	1
Col8a2	0.125525123327887	1
Olfr283	0	1
Snx32	0.138436960183929	1
4931417E11Rik	NA	NA
Cfl1	0.0636217626487404	1
Tas2r135	-0.0804676540470289	1
Pgpep1	0.0799918118158777	1
Npm3	0.0802024916138841	1
R3hdm1	-0.299882277070541	0.376341744154047
Pard6g	0.256946732293742	0.760149397723289
Lrguk	-1.08979940081738	0.688099267537913
Cebpg	-0.132855805103603	0.950953044887828
Tmem229b-ps	0	1
Pla2g4a	-0.202294260419418	1
Spock1	0.289195419233046	1
Spata31	NA	NA
Cars2	0.0126710801063714	1
Ncoa4	-0.0393739491317721	1
Gm5447	0	1
Kcnq3	-0.337541350615582	1
Lrif1	-0.191044566734954	0.881818609359074
Cep70	0.0657128142572048	1
Dennd1b	-0.0513896811712308	1
Prr9	0	NA
Lman1l	-0.152968216659656	1
Olfr1322	0.124913452363204	1
Ms4a4b	0.126506991800508	1
Gsdmc2	0	1
Synpr	-0.14412105070095	1
Zfp981	-1.23991318704046	0.785322895755147
Usp39	0.153316999549153	0.955799427657488
Sertm1	0.00837592614489845	NA
Tyw1	0.00807963665941736	1
Tcim	-0.317207222522841	0.788217440431729
Myh1	-0.316441591932287	1
Usp34	0.115397222961584	1
Krtap13-1	NA	NA
Fabp3-ps1	0.0748707547024076	1.01345189122842e-08
Actr3b	-0.335307212387299	0.889534759054975
Sftpb	0.171749757676961	1
Taar1	0	NA
Gpr50	0.464387694840694	1
AI987944	-0.211820626412724	0.636628248957722
Lig1	0.154947029941858	0.941539708314627
Prss34	0.114212911924734	1
Gm12396	0	1
Adap1	0.484758046422656	0.589399973052612
Uts2b	-0.304674922854347	1
Nat3	-0.00702762848636081	1
Slit3	0.223789669341979	0.899558579527465
Tgoln1	0.0540394097327252	1
Cyct	0.0588465297383806	1
Prl2c3	-0.00688140699038039	1
Mok	0.271783127885266	1
Zbtb25	0.222129037778378	0.924677641119925
5730596B20Rik	1.20304038804073	0.589399973052612
Med12l	0.436165490793044	0.556699631511475
Cd248	0.674555359931943	0.563924901805667
Chn1	-0.0443097693522004	1
Mettl7a2	0.00916591007570311	1
Adgrf5	-0.125543839045301	1
Foxk1	0.103749879340085	0.934031162936843
Cngb3	0.0125784739586076	1
Tmem154	-0.179469960690586	0.994191091820901
Cebpb	0.15835894126527	1
1700001K19Rik	-0.274046500148673	1
Gm9999	0	1
Rab31	0.11011993388514	1
Ptafr	-0.0169254057678482	1
Ccdc18	0.184057979283232	1
Pign	0.145503883557346	1
Rlim	0.100383888391327	0.950953044887828
Defb21	NA	NA
Ptprn2	0.159748567827143	1
Olfr324	-0.572825717572109	1
Mpz	-0.223799880604476	1
Zar1l	0	NA
Zfp658	-0.308609932330419	0.950934796595307
Trnp1	0.759598077247549	0.869707129555692
Drc3	-0.431904014800117	1
Olfr90	-0.643962586259365	0.219751343373987
Fry	-0.0652580868430774	1
Krt72	0	NA
Chd9	0.053661339419631	1
Ppp1r14b	0.0902792196755884	1
4931429L15Rik	0	1
Fkbp2	0.283517570037233	0.325830821997875
Dsg3	0	1
Chst13	0.0780254377200626	1
Hoxb8	0.300813504673879	1
Apol8	0.262040497642201	1
Them6	-0.0189321718211071	1
Retsat	-0.194264526227663	0.983190010443514
Prelid2	0.117473729815947	1
Kdm5d	-0.00526164830922166	1
Gpr173	0.498444873311492	0.916483980920979
4930465K10Rik	0.891054926227218	0.936057822101605
D17Wsu92e	-0.182792989179326	0.815363614922113
Olfr1350	0	NA
Elmod3	-0.170173611919277	1
Krtap7-1	NA	NA
Ier5	0.00638259866588398	1
Gm13199	0.101366690596907	1
Nbeal2	0.0797855760205914	1
Ctsll3	0	NA
Capg	0.511286835931859	0.154804570034485
Nfil3	-0.0214333605362076	1
